taxon	sequenceID	isolate	country	collection_year	sampled_host_sci_name	combined-iso-details	lineage	clade	combined
alignment/AL_WNV_Lineage1A/member/ncbi-refseqs/GU011992	GU011992	Ita09	Italy	2009	Homo sapiens	Italy/2009/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-refseqs/HM152773	HM152773	WNV_0043h_ISR00	Israel	2000	Homo sapiens	Israel/2000/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM152775	HM152775	WNV_0304h_ISR00	Israel	2000	Homo sapiens	Israel/2000/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM488125	HM488125	WNV-1/US/BID-V4186/1999	USA	1999	Corvus brachyrhynchos	USA/1999/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM488126	HM488126	WNV-1/US/BID-V4187/1999	USA	1999	Corvus brachyrhynchos	USA/1999/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM488130	HM488130	WNV-1/US/BID-V4192/2000	USA	2000	Culex salinarius	USA/2000/Culex salinarius	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM488157	HM488157	WNV-1/US/BID-V4231/2006	USA	2006	Culex pipiens	USA/2006/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM488216	HM488216	WNV-1/US/BID-V4574/2003	USA	2003	Culiseta melanura	USA/2003/Culiseta melanura	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM488225	HM488225	WNV-1/US/BID-V4605/2003	USA	2003	Aedes cinereus	USA/2003/Aedes cinereus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM641225	HM641225	TOS-09	Italy	2009	Homo sapiens	Italy/2009/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM641226	HM641226	BAL-09	Italy	2009	Homo sapiens	Italy/2009/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM641227	HM641227	CHI-09	Italy	2009	Homo sapiens	Italy/2009/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM641228	HM641228	FAN-09	Italy	2009	Homo sapiens	Italy/2009/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM641229	HM641229	MAN-08	Italy	2009	Homo sapiens	Italy/2009/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM641230	HM641230	NAL-09	Italy	2009	Homo sapiens	Italy/2009/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HM756673	HM756673	WNV-1/US/BID-V4801/2004	USA	2004	Corvus brachyrhynchos	USA/2004/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HQ671706	HQ671706	WNV-1/US/BID-V4898/1999	USA	1999	Aedes vexans	USA/1999/Aedes vexans	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HQ671707	HQ671707	WNV-1/US/BID-V4899/1999	USA	1999	Culex pipiens	USA/1999/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/HQ671710	HQ671710	WNV-1/US/BID-V4902/2000	USA	2000	Culex pipiens	USA/2000/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JF707789	JF707789	HU6365/08	Spain	2008	Culex perexiguus	Spain/2008/Culex perexiguus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JF719065	JF719065	Italy/2008/J-242853	Italy	2008	jay	Italy/2008/jay	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JF719066	JF719066	Italy/2008/M-203204	Italy	2008	Corvidae sp.	Italy/2008/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JF719067	JF719067	Italy/2009/G-223184	Italy	2009	Laridae sp	Italy/2009/Laridae sp	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JF719068	JF719068	Italy/2009/J-225677	Italy	2009	jay	Italy/2009/jay	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-refseqs/JF719069	JF719069	Spain/2010/H-1b	Spain	2010	Equus caballus	Spain/2010/Equus caballus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JF920742	JF920742	WNV-1/US/BID-V5213/2007	USA	2007	Culex pipiens	USA/2007/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JN051152	JN051152	TM171-03	Mexico	2003	Corvus corax	Mexico/2003/Corvus corax	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JN051153	JN051153	TM171-03	Mexico	2003	Corvus corax	Mexico/2003/Corvus corax	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JN183888	JN183888	WNV-1/US/BID-V4896/2006	USA	2006	Corvus brachyrhynchos	USA/2006/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JN716371	JN716371	COL524/08	Colombia	2008	Phoenicopterus roseus	Colombia/2008/Phoenicopterus roseus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JN716372	JN716372	COL9835/08	Colombia	2008	Phoenicopterus roseus	Colombia/2008/Phoenicopterus roseus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JN858069	JN858069	Italy/2011/AN-1	Italy	2011	Homo sapiens; age: 48; sex: male	Italy/2011/Homo sapiens; age: 48; sex: male	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JQ303102	JQ303102	KLU_181	India	2011	-	India/2011/-	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JQ928174	JQ928174	Italy/2011/Livenza	Italy	2011	Homo sapiens	Italy/2011/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JQ928175	JQ928175	Italy/2011/Piave	Italy	2011	Homo sapiens	Italy/2011/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JX015520	JX015520	TX_AR9-6115	Mexico	2009	Culex quinquefasciatus	Mexico/2009/Culex quinquefasciatus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JX041628	JX041628	LEIV-72Az	Azerbaijan	1970	Ornithodoros capensis	Azerbaijan/1970/Ornithodoros capensis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-refseqs/JX041629	JX041629	LEIV-1628Az	Azerbaijan	1967	Aves	Azerbaijan/1967/Aves	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-refseqs/JX041630	JX041630	LEIV-1640Az	Azerbaijan	1967	Aves	Azerbaijan/1967/Aves	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JX041633	JX041633	Hp-94	Russia	1963	Hyalomma plumbeum plumbeum	Russia/1963/Hyalomma plumbeum plumbeum	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JX041634	JX041634	Ast-986	Russia	1999	Homo sapiens	Russia/1999/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JX070655	JX070655	T-1304	Tajikistan	-	-	Tajikistan/-/-	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-refseqs/JX442279	JX442279	XJ11129	China	2011	Culex pipiens pipiens	China/2011/Culex pipiens pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/JX556213	JX556213	Italy/2012/Livenza/31.1	Italy	2012	Homo sapiens	Italy/2012/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KC243146	KC243146	ATH002316	Kenya	2010	Rhipicephalus pulchellus (tick)	Kenya/2010/Rhipicephalus pulchellus (tick)	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KC601756	KC601756	1048813	India	2011	Homo sapiens	India/2011/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KC954092	KC954092	Italy/2012/Livenza/37.1	Italy	2012	Homo sapiens	Italy/2012/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-refseqs/KF234080	KF234080	Italy/2009/FIN	Italy	2009	Homo sapiens	Italy/2009/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KF367469	KF367469	BVI2013_Heart	British Virgin Islands	2013	Phoenicopterus roseus	British Virgin Islands/2013/Phoenicopterus roseus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KF647253	KF647253	Italy/2013/Livenza/35.1	Italy	2013	Homo sapiens	Italy/2013/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KF823807	KF823807	Italy/2013/Livenza/37.1	Italy	2013	Homo sapiens	Italy/2013/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KJ501097	KJ501097	WNV-1/US/BID-V7385/2008	USA	2008	Culex tarsalis	USA/2008/Culex tarsalis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KJ501136	KJ501136	WNV-1/US/BID-V7426/2010	USA	2010	Culex quinquefasciatus	USA/2010/Culex quinquefasciatus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KJ501203	KJ501203	WNV-1/US/BID-V7513/2003	USA	2003	Culex tarsalis	USA/2003/Culex tarsalis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KJ501246	KJ501246	WNV-1/US/BID-V6190/2001	USA	2001	Corvus brachyrhynchos	USA/2001/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KJ501453	KJ501453	WNV-1/US/BID-V6407/2001	USA	2001	Corvus brachyrhynchos	USA/2001/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KJ501459	KJ501459	WNV-1/US/BID-V6437/2003	USA	2003	Corvus brachyrhynchos	USA/2003/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KJ501465	KJ501465	WNV-1/US/BID-V6450/2001	USA	2001	Corvus brachyrhynchos	USA/2001/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KJ501484	KJ501484	WNV-1/US/BID-V6493/2002	USA	2002	Corvus brachyrhynchos	USA/2002/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KJ501501	KJ501501	WNV-1/US/BID-V6538/2002	USA	2002	Corvus brachyrhynchos	USA/2002/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KR107956	KR107956	Is98	Belgium	2014	-	Belgium/2014/-	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KU573077	KU573077	229892/2008	Italy	2008	Pica pica (magpie)	Italy/2008/Pica pica (magpie)	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KU573078	KU573078	204913/2009	Italy	2009	Culex pipiens	Italy/2009/Culex pipiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KU573079	KU573079	208846/2009	Italy	2009	Pica pica (magpie)	Italy/2009/Pica pica (magpie)	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KU588135	KU588135	camel	United Arab Emirates	2015	Camelus dromedarius	United Arab Emirates/2015/Camelus dromedarius	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-refseqs/KU978766	KU978766	COL 739-08	Colombia	2008	Phoenicopterus ruber	Colombia/2008/Phoenicopterus ruber	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KU978768	KU978768	MOS 94	Russia	1963	Hyalomma	Russia/1963/Hyalomma	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-refseqs/KU978769	KU978769	TM 171-03	Mexico	2003	Corvus sp.	Mexico/2003/Corvus sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547168	KX547168	WNV-1/Carpodacus mexicanus/USA/12VER00006/2012	USA	2012	Carpodacus mexicanus	USA/2012/Carpodacus mexicanus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547183	KX547183	WNV-1/Culex/USA/08590259/2008	USA	2008	Culex sp.	USA/2008/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547195	KX547195	WNV-1/Corvus brachyrhynchos/USA/07VER01348/2007	USA	2007	Corvus brachyrhynchos	USA/2007/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547214	KX547214	WNV-1/Corvus brachyrhynchos/USA/09VER0477/2009	USA	2009	Corvus brachyrhynchos	USA/2009/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547250	KX547250	WNV-1/Corvus brachyrhynchos/USA/06VER01163/2006	USA	2006	Corvus brachyrhynchos	USA/2006/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547278	KX547278	WNV-1/Corvus brachyrhynchos/USA/12VER00004/2012	USA	2012	Corvus brachyrhynchos	USA/2012/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547344	KX547344	WNV-1/Culiseta sp./USA/13370388/2013	USA	2013	Culiseta sp.	USA/2013/Culiseta sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547360	KX547360	WNV-1/Corvus brachyrhynchos/USA/04002235/2005	USA	2005	Corvus brachyrhynchos	USA/2005/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547361	KX547361	WNV-1/Culex/USA/10511206/2010	USA	2010	Culex sp.	USA/2010/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547379	KX547379	WNV-1/Culex/USA/41040075/2004	USA	2004	Culex sp.	USA/2004/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547416	KX547416	WNV-1/Coquillettidia sp./USA/11330480/2011	USA	2011	Coquillettidia sp.	USA/2011/Coquillettidia sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547429	KX547429	WNV-1/Anopheles sp./USA/36020403/2002	USA	2002	Anopheles sp.	USA/2002/Anopheles sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547430	KX547430	WNV-1/Culiseta sp./USA/09330544/2009	USA	2009	Culiseta sp.	USA/2009/Culiseta sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547460	KX547460	WNV-1/Aedes sp./USA/13260150/2013	USA	2013	Aedes sp.	USA/2013/Aedes sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547519	KX547519	WNV-1/Culex/USA/36000356/2000	USA	2000	Culex sp.	USA/2000/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547525	KX547525	WNV-1/Corvus brachyrhynchos/USA/02003663/2002	USA	2002	Corvus brachyrhynchos	USA/2002/Corvus brachyrhynchos	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KX547596	KX547596	WNV-1/Quiscalus quiscula/USA/05001917/2005	USA	2005	Quiscalus quiscula	USA/2005/Quiscalus quiscula	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-refseqs/KY703854	KY703854	ArD76986/1990/SN	Senegal	1990	Culex poicilipes	Senegal/1990/Culex poicilipes	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/KY782112	KY782112	M5-16	USA	2005	Culex sp.	USA/2005/Culex sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/LC489409	LC489409	Croc1102019ZM	Zambia	2019	Crocodylus niloticus	Zambia/2019/Crocodylus niloticus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MF175815	MF175815	AVA1206686	USA	2012	Culex quinquefasciatus	USA/2012/Culex quinquefasciatus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MF175829	MF175829	AVA1304771	USA	2013	Culex quinquefasciatus	USA/2013/Culex quinquefasciatus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MF797870	MF797870	WNV_Cy2016	Cyprus	2016	Homo sapiens	Cyprus/2016/Homo sapiens	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MG004533	MG004533	RT406	USA	2014	Culex quinquefasciatus	USA/2014/Culex quinquefasciatus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507611	MH507611	WNV/bird/La_Jolla_CA_USA/2009-05-13/W004	USA	2009	Corvidae sp.	USA/2009/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507629	MH507629	WNV/bird/Solana_Beach_CA_USA/2008-06-11/W029	USA	2008	Corvidae sp.	USA/2008/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507655	MH507655	WNV/bird/San_Diego_CA_USA/2013-11-07/W060	USA	2013	Accipitriformes sp	USA/2013/Accipitriformes sp	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507679	MH507679	WNV/mosquito/San_Diego_CA_USA/2015-08-28/W086	USA	2015	mosquito	USA/2015/mosquito	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507729	MH507729	WNV/bird/Northridge_CA_USA/2012-07-17/W147	USA	2012	Corvidae sp.	USA/2012/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507753	MH507753	WNV/bird/Simi_Valley_CA_USA/2017-08-28/W173	USA	2017	Corvidae sp.	USA/2017/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507768	MH507768	WNV/mosquito/Parlier_CA_USA/2010-08-12/W188	USA	2010	Culex tarsalis	USA/2010/Culex tarsalis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507843	MH507843	WNV/bird/Bakersfield_CA_USA/2007-06-25/W289	USA	2007	California Scrub-Jay	USA/2007/California Scrub-Jay	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507857	MH507857	WNV/bird/Bakersfield_CA_USA/2009-06-14/W304	USA	2009	House Finch	USA/2009/House Finch	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507877	MH507877	WNV/bird/Bakersfield_CA_USA/2011-08-08/W324	USA	2011	California Scrub-Jay	USA/2011/California Scrub-Jay	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507897	MH507897	WNV/mosquito/Arvin_CA_USA/2004-08-11/W350	USA	2004	Culex tarsalis	USA/2004/Culex tarsalis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507930	MH507930	WNV/mosquito/Bakersfield_CA_USA/2006-08-04/W383	USA	2006	Culex quinquefasciatus	USA/2006/Culex quinquefasciatus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507967	MH507967	WNV/bird/San_Diego_CA_USA/2015-04-16/W549	USA	2015	Corvidae sp.	USA/2015/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507973	MH507973	WNV/bird/San_Diego_CA_USA/2015-07-28/W557	USA	2015	Western Scrub Jay	USA/2015/Western Scrub Jay	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH507975	MH507975	WNV/bird/Mira_Mesa_CA_USA/2015-08-21/W561	USA	2015	Corvidae sp.	USA/2015/Corvidae sp.	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH508003	MH508003	WNV/mosquito/Bakersfield_CA_USA/2010-07-01/W416	USA	2010	Culex tarsalis	USA/2010/Culex tarsalis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH508025	MH508025	WNV/mosquito/Arvin_CA_USA/2011-08-04/W438	USA	2011	Culex tarsalis	USA/2011/Culex tarsalis	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-curated/MH508032	MH508032	WNV/mosquito/Bakersfield_CA_USA/2014-07-18/W470	USA	2014	Culex quinquefasciatus	USA/2014/Culex quinquefasciatus	1	A	1/A
alignment/AL_WNV_Lineage1A/member/ncbi-refseqs/MH643887	MH643887	BeAn854747	Brazil	2018	equine	Brazil/2018/equine	1	A	1/A
